COD_ETU;Note : TLBC2104;RÃ©sultat : TLBC2104;Session : TLBC2104;AnnÃ©e : TLBC2104;Filiére;Année;module;Semestre
18008165;11;V  ;1;2019;BCG;2021;TLBC2104;S2
18009001;10;V  ;2;2019;BCG;2021;TLBC2104;S2
18009063;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18009112;0;NRA;1;2020;BCG;2021;TLBC2104;S2
18009172;11.5;V  ;1;2018;BCG;2021;TLBC2104;S2
18009195;10;V  ;2;2019;BCG;2021;TLBC2104;S2
18009708;0;NRA;1;2020;BCG;2021;TLBC2104;S2
18009801;11.4;V  ;1;2018;BCG;2021;TLBC2104;S2
18009802;10.1;V  ;1;2018;BCG;2021;TLBC2104;S2
18010359;11.1;V  ;1;2018;BCG;2021;TLBC2104;S2
18010406;12.8;V  ;1;2018;BCG;2021;TLBC2104;S2
18010418;5;NV ;2;2020;BCG;2021;TLBC2104;S2
18010541;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18010546;0;NRA;1;2020;BCG;2021;TLBC2104;S2
18010801;0;NRA;1;2020;BCG;2021;TLBC2104;S2
18010902;10.3;V  ;1;2018;BCG;2021;TLBC2104;S2
18010903;0;NRA;1;2020;BCG;2021;TLBC2104;S2
18011046;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18011049;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18011067;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18011192;10.3;V  ;1;2018;BCG;2021;TLBC2104;S2
18011383;12;V  ;1;2018;BCG;2021;TLBC2104;S2
18011523;10;V  ;2;2018;BCG;2021;TLBC2104;S2
18011527;11.3;V  ;1;2018;BCG;2021;TLBC2104;S2
18012792;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19000495;10.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19000538;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19000584;18;V  ;1;2019;BCG;2021;TLBC2104;S2
19000686;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19000788;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19001078;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19001577;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19002096;15;V  ;1;2019;BCG;2021;TLBC2104;S2
19002148;13;V  ;1;2019;BCG;2021;TLBC2104;S2
19002300;13;V  ;1;2019;BCG;2021;TLBC2104;S2
19002392;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19002510;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19002667;10;V  ;1;2020;BCG;2021;TLBC2104;S2
19002743;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19003121;18;V  ;1;2019;BCG;2021;TLBC2104;S2
19003262;14;V  ;1;2019;BCG;2021;TLBC2104;S2
19003904;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19003938;15.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19004025;14;V  ;1;2019;BCG;2021;TLBC2104;S2
19004103;16;V  ;1;2019;BCG;2021;TLBC2104;S2
19004106;18;V  ;1;2019;BCG;2021;TLBC2104;S2
19004141;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19004154;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19004170;13.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19004207;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19004319;13;V  ;1;2020;BCG;2021;TLBC2104;S2
19004333;14;V  ;1;2019;BCG;2021;TLBC2104;S2
19004380;13.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19004442;18.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19004460;12;V  ;1;2019;BCG;2021;TLBC2104;S2
19004493;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19004517;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19004541;10;V  ;2;2020;BCG;2021;TLBC2104;S2
19004609;13;V  ;1;2019;BCG;2021;TLBC2104;S2
19004636;14.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19004827;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19005067;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005094;8;NV ;2;2020;BCG;2021;TLBC2104;S2
19005108;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005115;15.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005132;19.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005187;17;V  ;1;2019;BCG;2021;TLBC2104;S2
19005192;13.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005200;11;V  ;1;2019;BCG;2021;TLBC2104;S2
19005276;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19005464;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005497;13.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005500;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19005535;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19005546;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19005548;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19005898;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19006869;9;AC ;2;2019;BCG;2021;TLBC2104;S2
19007033;10;V  ;1;2020;BCG;2021;TLBC2104;S2
19007216;13;V  ;1;2020;BCG;2021;TLBC2104;S2
19007333;14.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19007344;18;V  ;1;2019;BCG;2021;TLBC2104;S2
19007464;19.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19007628;16;V  ;1;2019;BCG;2021;TLBC2104;S2
19007975;16.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19008101;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19008212;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19008394;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19008595;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19008736;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
19008751;16;V  ;1;2019;BCG;2021;TLBC2104;S2
19008789;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19008890;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19008986;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
19009095;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19009162;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19009189;14;V  ;1;2019;BCG;2021;TLBC2104;S2
19009195;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19009247;15;V  ;1;2019;BCG;2021;TLBC2104;S2
19009309;18;V  ;1;2019;BCG;2021;TLBC2104;S2
19009359;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19009550;10.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19009562;7;AC ;2;2019;BCG;2021;TLBC2104;S2
19009604;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19009606;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19009612;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19009696;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19009700;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19009736;5;NV ;2;2020;BCG;2021;TLBC2104;S2
19009866;17;V  ;1;2020;BCG;2021;TLBC2104;S2
19009888;11.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010035;14.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010112;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
19010213;14.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010217;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010227;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19010235;15.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010246;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19010286;16.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010299;17;V  ;1;2019;BCG;2021;TLBC2104;S2
19010357;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010390;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19010528;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19010536;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19010553;18;V  ;1;2020;BCG;2021;TLBC2104;S2
19010673;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
19010786;10.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010814;7;NV ;2;2020;BCG;2021;TLBC2104;S2
19010828;15;V  ;1;2019;BCG;2021;TLBC2104;S2
19010884;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19010915;13.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19010978;8.5;AC ;2;2019;BCG;2021;TLBC2104;S2
19010979;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19010981;10;V  ;1;2019;BCG;2021;TLBC2104;S2
19011237;8.5;AC ;2;2019;BCG;2021;TLBC2104;S2
19011797;16;V  ;1;2019;BCG;2021;TLBC2104;S2
19011803;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19011804;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19011826;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19011919;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
19011924;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19012587;0;NRA;1;2020;BCG;2021;TLBC2104;S2
19012592;17.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19012595;12;V  ;1;2019;BCG;2021;TLBC2104;S2
19013067;10;V  ;2;2019;BCG;2021;TLBC2104;S2
19013082;16;V  ;1;2019;BCG;2021;TLBC2104;S2
19013244;18.5;V  ;1;2019;BCG;2021;TLBC2104;S2
19013332;18.5;V  ;1;2019;BCG;2021;TLBC2104;S2
20000002;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000003;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000004;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000006;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000007;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000008;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000010;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000028;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000031;12;V  ;1;2020;BCG;2021;TLBC2104;S2
20000032;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000033;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000034;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000035;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000036;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000037;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000039;8;AC ;2;2020;BCG;2021;TLBC2104;S2
20000040;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000041;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000044;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000045;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000046;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20000048;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000051;10.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000052;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000053;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000054;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000055;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000056;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000057;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000058;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000059;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000065;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000066;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000067;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000068;11.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000069;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000070;14.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000071;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000072;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000074;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000075;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000076;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20000077;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000078;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000079;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000080;5;NV ;2;2020;BCG;2021;TLBC2104;S2
20000082;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000135;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000136;13;V  ;1;2020;BCG;2021;TLBC2104;S2
20000138;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000139;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000140;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000142;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000146;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000147;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000148;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000149;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000150;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000152;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000167;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20000168;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000169;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000170;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000171;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000173;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000174;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000175;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000176;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000177;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000178;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000179;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000184;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000186;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000187;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000197;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000199;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000206;5;NV ;2;2020;BCG;2021;TLBC2104;S2
20000207;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20000208;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000209;11.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000210;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000211;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000213;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000216;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000217;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000218;14;V  ;1;2020;BCG;2021;TLBC2104;S2
20000250;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000251;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000253;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000255;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000257;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000271;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000273;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000275;6.5;NV ;2;2020;BCG;2021;TLBC2104;S2
20000276;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000277;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000283;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000285;14;V  ;1;2020;BCG;2021;TLBC2104;S2
20000312;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000313;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000316;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000317;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20000331;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20000334;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000336;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000338;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000340;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000341;2.5;NV ;2;2020;BCG;2021;TLBC2104;S2
20000342;12;V  ;1;2020;BCG;2021;TLBC2104;S2
20000344;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000349;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000350;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000351;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000353;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000358;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000360;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000361;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000363;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000888;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000889;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20000892;6.5;NV ;2;2020;BCG;2021;TLBC2104;S2
20000893;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000920;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20000923;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20000924;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20000949;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000952;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20000962;4;NV ;2;2020;BCG;2021;TLBC2104;S2
20001049;14.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001051;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001053;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001054;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001154;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001159;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001170;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001174;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001303;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20001357;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20001360;12.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001363;6;NV ;2;2020;BCG;2021;TLBC2104;S2
20001365;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001366;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20001367;15;V  ;1;2020;BCG;2021;TLBC2104;S2
20001368;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001370;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20001394;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001486;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001488;12.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001489;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001490;11.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001616;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001621;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001685;13;V  ;1;2020;BCG;2021;TLBC2104;S2
20001690;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20001692;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20001695;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001698;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20001700;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001707;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001709;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001712;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20001721;11;V  ;1;2020;BCG;2021;TLBC2104;S2
20001724;16.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001728;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001730;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001761;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001767;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20001768;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20001770;7;AC ;2;2020;BCG;2021;TLBC2104;S2
20001862;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20001865;10;V  ;2;2020;BCG;2021;TLBC2104;S2
20001868;19;V  ;1;2020;BCG;2021;TLBC2104;S2
20001872;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20001874;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20002343;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20003149;11;V  ;1;2020;BCG;2021;TLBC2104;S2
20003538;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20003545;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003549;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20003555;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003556;18.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003563;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003824;17;V  ;1;2020;BCG;2021;TLBC2104;S2
20003863;15.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003900;14;V  ;1;2020;BCG;2021;TLBC2104;S2
20003919;12;V  ;1;2020;BCG;2021;TLBC2104;S2
20003927;13.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20003932;10;V  ;1;2020;BCG;2021;TLBC2104;S2
20003978;0;NRA;1;2020;BCG;2021;TLBC2104;S2
20003980;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20004049;16;V  ;1;2020;BCG;2021;TLBC2104;S2
20004161;17.5;V  ;1;2020;BCG;2021;TLBC2104;S2
20004864;18;V  ;1;2020;BCG;2021;TLBC2104;S2
20005063;10.5;V  ;1;2020;BCG;2021;TLBC2104;S2
