COD_ETU,Note : TLBC3104,Résultat : TLBC3104,Session : TLBC3104,Année : TLBC3104,Note : TLBC3204,Résultat : TLBC3204,Session : TLBC3204,Année : TLBC3204,Note : TLBC3304,Résultat : TLBC3304,Session : TLBC3304,Année : TLBC3304,Note : TLBC3404,Résultat : TLBC3404,Session : TLBC3404,Année : TLBC3404,Note : TLBC3504,Résultat : TLBC3504,Session : TLBC3504,Année : TLBC3504,Note : TLBC3604,Résultat : TLBC3604,Session : TLBC3604,Année : TLBC3604,Note : TLBC3004,Résultat : TLBC3004,Session : TLBC3004,Année : TLBC3004,Note : TLBC4104,Résultat : TLBC4104,Session : TLBC4104,Année : TLBC4104,Note : TLBC4204,Résultat : TLBC4204,Session : TLBC4204,Année : TLBC4204,Note : TLBC4304,Résultat : TLBC4304,Session : TLBC4304,Année : TLBC4304,Note : TLBC4404,Résultat : TLBC4404,Session : TLBC4404,Année : TLBC4404,Note : TLBC4504,Résultat : TLBC4504,Session : TLBC4504,Année : TLBC4504,Note : TLBC4604,Résultat : TLBC4604,Session : TLBC4604,Année : TLBC4604,Note : TLBC4004,Résultat : TLBC4004,Session : TLBC4004,Année : TLBC4004
18003470,10175,V,1,2019,7,AC,2,2019,13.2,V,1,2019,8.95,AC,2,2019,7.75,AC,2,2019,8.9,AC,2,2019,9329,AC,2,2019,16,V,1,2019,13.6,V,1,2019,13,V,1,2019,14.5,V,1,2019,13,V,1,2019,10,V,2,2019,13.35,V,2,2019
18003489,10,V,2,2019,5038,NV,2,2019,11.4,V,1,2019,5.3,NV,2,2019,7.5,NV,2,2019,5,NV,2,2019,7373,NV,2,2019,10,V,1,2019,12.8,V,1,2019,20,V,1,2019,17,V,1,2019,16.66,V,1,2019,14,V,1,2019,15077,V,1,2019
18003501,7.25,NV,2,2019,6.75,NV,2,2019,10,V,2,2019,2.6,NRA,1,2019,1625,NRA,1,2019,1,NRA,1,2019,4871,NV,2,2019,10,V,2,2019,10.6,V,1,2019,20,V,1,2019,10,V,2,2019,13.75,V,1,2019,0,NV,2,2019,10725,NV,2,2019
18003539,5175,NV,2,2019,6,NV,2,2019,8.5,NV,2,2019,8.6,NV,2,2019,3125,NRA,1,2019,4.2,NRA,1,2019,5933,NV,2,2019,,,,,,,,,,,,,,,,,10,V,1,2019,10,V,2,2019,,,1,2019
18003545,11775,V,1,2019,8.15,AC,2,2019,13.25,V,1,2019,10.1,V,1,2019,10.75,V,1,2019,17,V,1,2019,11838,V,2,2019,12,V,1,2019,15,V,1,2019,14,V,1,2019,14.75,V,1,2019,16,V,1,2019,12,V,1,2019,13958,V,1,2019
18003588,11.15,V,1,2019,8,AC,2,2019,11.7,V,1,2019,10.05,V,1,2019,10,V,1,2019,11.9,V,1,2019,10467,V,2,2019,13,V,1,2019,17,V,1,2019,20,V,1,2019,12,V,1,2019,17,V,1,2019,15,V,1,2019,15667,V,1,2019
18003598,10,V,2,2019,10,V,2,2019,11.35,V,1,2019,5.1,NV,2,2019,7,NV,2,2019,10,V,2,2019,8908,NV,2,2019,18,V,1,2019,16.4,V,1,2019,15.6,V,1,2019,14.5,V,1,2019,15,V,1,2019,15,V,1,2019,15.75,V,1,2019
18003707,,,,,7,NV,2,2019,10.5,V,1,2019,1.3,NRA,1,2019,,,,,,,,,,,1,2019,15,V,1,2019,17.4,V,1,2019,,,,,,,,,,,,,15,V,1,2019,,,1,2019
18003717,10775,V,1,2019,10,V,2,2019,10.8,V,1,2019,7,AC,2,2019,7,AC,2,2019,10,V,2,2019,9263,AC,2,2019,12,V,1,2019,13.8,V,1,2019,17.77,V,1,2019,14,V,1,2019,12,V,1,2019,16,V,1,2019,14262,V,1,2019
18003737,8.25,NV,2,2019,8.6,NV,2,2019,10,V,2,2019,2.4,NRA,1,2019,6.25,NV,2,2019,4,NRA,1,2019,6583,NV,2,2019,12,V,1,2019,12.4,V,1,2019,10,V,2,2019,10,V,2,2019,10,V,1,2019,0,NV,2,2019,9067,NV,2,2019
18003742,12888,V,1,2019,10013,V,1,2019,15,V,1,2019,16.2,V,1,2019,10,V,1,2019,12.4,V,1,2019,12.75,V,1,2019,14,V,1,2019,14.4,V,1,2019,19,V,1,2019,17.5,V,1,2019,17,V,1,2019,14.5,V,1,2019,16067,V,1,2019
18003751,11.2,V,1,2019,7.75,AC,2,2019,10.8,V,1,2019,7,AC,2,2019,10.75,V,1,2019,12.4,V,1,2019,9983,AC,2,2019,10,V,2,2019,10,V,1,2019,13.33,V,1,2019,16,V,1,2019,15,V,1,2019,11,V,1,2019,12555,V,2,2019
18003762,10,V,2,2019,8,NV,2,2019,4.4,NRA,1,2019,10.05,V,1,2019,8.5,NV,2,2019,10,V,2,2019,8492,NV,2,2019,0,NV,2,2019,11,V,1,2019,6,NV,2,2019,0,NV,2,2019,0,NV,2,2019,15,V,1,2019,5333,NV,2,2019
18003766,,,,,6.5,NV,2,2019,10,V,2,2019,1.2,NRA,1,2019,,,,,,,,,,,1,2019,,,,,6,NV,2,2019,,,,,,,,,,,,,,,,,,,1,2019
18003778,6.25,NV,2,2019,,,,,4.45,NRA,1,2019,,,,,.5,NRA,1,2019,2.6,NRA,1,2019,,,1,2019,0,NV,2,2019,0,NV,2,2019,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18003781,10.4,V,1,2019,7.5,AC,2,2019,11.25,V,1,2019,10,V,2,2019,10,V,2,2019,11.4,V,1,2019,10092,V,2,2019,9,AC,2,2019,15.4,V,1,2019,11,V,1,2019,17.5,V,1,2019,17,V,1,2019,16.5,V,1,2019,14.4,V,2,2019
18003785,10,V,1,2019,7.5,AC,2,2019,11.75,V,1,2019,13.5,V,1,2019,10,V,2,2019,17.8,V,1,2019,11758,V,2,2019,15,V,1,2019,14.4,V,1,2019,17,V,1,2019,12.25,V,1,2019,15.5,V,1,2019,14,V,1,2019,14692,V,1,2019
18003787,9088,NV,2,2019,10,V,2,2019,10.65,V,1,2019,1.6,NRA,1,2019,10,V,2,2019,11.8,V,1,2019,8856,NV,2,2019,16,V,1,2019,17.4,V,1,2019,,,,,13.5,V,1,2019,,,,,11,V,1,2019,,,1,2019
18003791,13.15,V,1,2019,10,V,2,2019,13.4,V,1,2019,11.4,V,1,2019,10,V,2,2019,15.5,V,1,2019,12242,V,2,2019,11,V,1,2019,10.6,V,1,2019,13.33,V,1,2019,11,V,1,2019,16.66,V,1,2019,12,V,1,2019,12432,V,1,2019
18003802,9625,NV,2,2019,12.15,V,1,2019,11.9,V,1,2019,2.2,NRA,1,2019,,,,,,,,,,,1,2019,10,V,1,2019,15.2,V,1,2019,17.77,V,1,2019,10.5,V,1,2019,12.66,V,1,2019,14,V,1,2019,13355,V,1,2019
18003807,,,,,0,NRA,1,2019,7,NV,2,2019,0,NRA,1,2019,,,,,,,,,,,1,2019,0,NV,2,2019,0,NV,2,2019,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18003810,,,,,,,,,10,V,2,2019,,,,,,,,,.4,NRA,1,2019,,,1,2019,,,,,14.8,V,1,2019,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18003815,11.05,V,1,2019,3.9,NRA,1,2019,10,V,2,2019,5.3,NV,2,2019,10,V,1,2019,7.4,NV,2,2019,7942,NV,2,2019,11,V,1,2019,12.4,V,1,2019,10,V,2,2019,12,V,1,2019,,,,,13,V,1,2019,,,1,2019
18003818,8125,AC,2,2019,5.75,NV,2,2019,10,V,2,2019,6.4,NV,2,2019,8.75,AC,2,2019,13.7,V,1,2019,8788,NV,2,2019,10,V,1,2019,12.4,V,1,2019,8.88,AC,2,2019,13.5,V,1,2019,15,V,1,2019,12,V,1,2019,11963,V,2,2019
18003822,4.5,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.75,NV,2,2019,,,,,0,NV,2,2019,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18003829,11663,V,1,2019,7,AC,2,2019,11.75,V,1,2019,12.2,V,1,2019,12.75,V,1,2019,15.5,V,1,2019,11811,V,2,2019,15,V,1,2019,16.4,V,1,2019,20,V,1,2019,14.5,V,1,2019,15.5,V,1,2019,13.5,V,1,2019,15817,V,1,2019
18003836,9.45,AC,2,2019,10,V,2,2019,10.05,V,1,2019,12.5,V,1,2019,10375,V,1,2019,11,V,1,2019,10563,V,2,2019,10,V,2,2019,14.4,V,1,2019,16,V,1,2019,10,V,2,2019,16.75,V,1,2019,14.5,V,1,2019,13608,V,2,2019
18003841,12788,V,1,2019,10,V,2,2019,12.8,V,1,2019,13.5,V,1,2019,10.25,V,1,2019,16.3,V,1,2019,12606,V,2,2019,13,V,1,2019,13,V,1,2019,18,V,1,2019,19,V,1,2019,17,V,1,2019,14.5,V,1,2019,15.75,V,1,2019
18003846,11,V,1,2019,8.25,AC,2,2019,11.4,V,1,2019,13.4,V,1,2019,12.75,V,1,2019,17.1,V,1,2019,12317,V,2,2019,12,V,1,2019,10.4,V,1,2019,13.33,V,1,2019,13,V,1,2019,12,V,1,2019,13,V,1,2019,12288,V,1,2019
18003852,10475,V,1,2019,6.15,NV,2,2019,11.05,V,1,2019,3.4,NRA,1,2019,5,NV,2,2019,8,NV,2,2019,7346,NV,2,2019,12,V,1,2019,12.2,V,1,2019,10,V,2,2019,14,V,1,2019,7,AC,2,2019,11,V,1,2019,11033,V,2,2019
18003857,11013,V,1,2019,10,V,2,2019,10,V,2,2019,7.3,AC,2,2019,8.5,AC,2,2019,7.9,AC,2,2019,9119,AC,2,2019,11,V,1,2019,8.8,AC,2,2019,13,V,1,2019,13.75,V,1,2019,15,V,1,2019,12.5,V,1,2019,12342,V,2,2019
18003874,13913,V,1,2019,10075,V,1,2019,12.45,V,1,2019,17.6,V,1,2019,14625,V,1,2019,16,V,1,2019,14111,V,1,2019,15,V,1,2019,16,V,1,2019,18,V,1,2019,16.25,V,1,2019,14.5,V,1,2019,12,V,1,2019,15292,V,1,2019
18003877,9475,NV,2,2019,5025,NV,2,2019,10,V,2,2019,1.7,NRA,1,2019,10,V,1,2019,9.1,NV,2,2019,7.55,NV,2,2019,12,V,1,2019,17.6,V,1,2019,20,V,1,2019,16.5,V,1,2019,16.25,V,1,2019,13,V,1,2019,15892,V,1,2019
18003881,12075,V,1,2019,10088,V,1,2019,10.25,V,1,2019,16,V,1,2019,10,V,1,2019,14.1,V,1,2019,12086,V,1,2019,13,V,1,2019,14,V,1,2019,14,V,1,2019,14.25,V,1,2019,16.75,V,1,2019,14.5,V,1,2019,14417,V,1,2019
18003886,10,V,2,2019,7,AC,2,2019,10,V,2,2019,7,AC,2,2019,10,V,1,2019,10,V,2,2019,9,AC,2,2019,14,V,1,2019,14.6,V,1,2019,16.7,V,1,2019,17,V,1,2019,12.66,V,1,2019,15,V,1,2019,14993,V,1,2019
18003893,11625,V,1,2019,7,AC,2,2019,10.3,V,1,2019,10.7,V,1,2019,10,V,2,2019,10,V,1,2019,9938,AC,2,2019,16,V,1,2019,13,V,1,2019,15,V,1,2019,14.25,V,1,2019,10,V,1,2019,13,V,1,2019,13542,V,1,2019
18003897,11625,V,1,2019,7.25,AC,2,2019,10.55,V,1,2019,10.5,V,1,2019,10,V,2,2019,13.8,V,1,2019,10621,V,2,2019,17,V,1,2019,13.2,V,1,2019,15,V,1,2019,15.75,V,1,2019,13.75,V,1,2019,16.5,V,1,2019,15.2,V,1,2019
18003900,5.95,NV,2,2019,,,,,10,V,2,2019,.5,NRA,1,2019,,,,,,,,,,,1,2019,10,V,2,2019,10.6,V,1,2019,,,,,,,,,10.5,V,1,2019,12,V,1,2019,,,1,2019
18003908,,,,,,,,,,,,,0,NRA,1,2019,,,,,,,,,,,1,2019,10,V,1,2019,13,V,1,2019,14,V,1,2019,13.5,V,1,2019,,,,,14,V,1,2019,,,1,2019
18003912,9.75,NV,2,2019,6.5,NV,2,2019,11.6,V,1,2019,4.4,NRA,1,2019,,,,,,,,,,,1,2019,,,,,12.8,V,1,2019,12.2,V,1,2019,11,V,1,2019,14,V,1,2019,13,V,1,2019,,,1,2019
18003918,,,,,,,,,10.1,V,1,2019,2.4,NRA,1,2019,,,,,,,,,,,1,2019,8,AC,2,2019,10.6,V,1,2019,12.2,V,1,2019,8.5,AC,2,2019,10,V,2,2019,13,V,1,2019,10383,V,2,2019
18003923,,,,,,,,,7.3,NV,2,2019,2.2,NRA,1,2019,,,,,1.2,NRA,1,2019,,,1,2019,,,,,11.2,V,1,2019,,,,,,,,,,,,,15.5,V,1,2019,,,1,2019
18003926,7,NV,2,2019,4.25,NRA,1,2019,10,V,2,2019,1.5,NRA,1,2019,,,,,,,,,,,1,2019,10,V,1,2019,11,V,1,2019,10,V,2,2019,14.25,V,1,2019,14,V,1,2019,11.5,V,1,2019,11792,V,2,2019
18003931,14388,V,1,2019,10,V,2,2019,14.45,V,1,2019,16.9,V,1,2019,10.25,V,1,2019,18.2,V,1,2019,14031,V,2,2019,10,V,1,2019,15.6,V,1,2019,15.55,V,1,2019,14,V,1,2019,16,V,1,2019,10,V,1,2019,13525,V,1,2019
18003935,12.45,V,1,2019,10075,V,1,2019,14.7,V,1,2019,13.5,V,1,2019,10,V,2,2019,17.5,V,1,2019,13038,V,2,2019,17,V,1,2019,16,V,1,2019,20,V,1,2019,16.5,V,1,2019,16.5,V,1,2019,16.5,V,1,2019,17083,V,1,2019
18003948,12.5,V,1,2019,10,V,2,2019,8.75,AC,2,2019,10.05,V,1,2019,10,V,1,2019,12.4,V,1,2019,10617,V,2,2019,13,V,1,2019,14.6,V,1,2019,19,V,1,2019,17.75,V,1,2019,10.5,V,1,2019,11.5,V,1,2019,14392,V,1,2019
18003962,11063,V,1,2019,8,AC,2,2019,12.75,V,1,2019,12.2,V,1,2019,7.5,AC,2,2019,16.2,V,1,2019,11286,V,2,2019,16,V,1,2019,16.6,V,1,2019,17,V,1,2019,15.5,V,1,2019,15,V,1,2019,11.5,V,1,2019,15267,V,1,2019
18003964,10638,V,1,2019,8,AC,2,2019,10.2,V,1,2019,7.2,AC,2,2019,8.25,AC,2,2019,13.4,V,1,2019,9615,AC,2,2019,14,V,1,2019,15.2,V,1,2019,17.8,V,1,2019,17.5,V,1,2019,10,V,2,2019,14,V,1,2019,14.75,V,2,2019
18003966,12.35,V,1,2019,10,V,2,2019,11.5,V,1,2019,10,V,2,2019,,,,,,,,,,,1,2019,12,V,1,2019,12,V,1,2019,10,V,2,2019,16.25,V,1,2019,15.75,V,1,2019,15.5,V,1,2019,13583,V,2,2019
18003969,6.75,NV,2,2019,7,NV,2,2019,8.1,NV,2,2019,3.5,NRA,1,2019,5125,NV,2,2019,6.3,NV,2,2019,6129,NV,2,2019,6,NV,2,2019,9,NV,2,2019,5,NV,2,2019,9.25,NV,2,2019,14.5,V,1,2019,12,V,1,2019,9292,NV,2,2019
18003971,10213,V,1,2019,6.75,NV,2,2019,10.75,V,1,2019,2.6,NRA,1,2019,3375,NRA,1,2019,3.2,NRA,1,2019,6148,NV,2,2019,10,V,2,2019,13.2,V,1,2019,16.7,V,1,2019,12.5,V,1,2019,16,V,1,2019,17,V,1,2019,14233,V,2,2019
18003972,10,V,2,2019,7,AC,2,2019,10.1,V,1,2019,7.75,AC,2,2019,10,V,1,2019,11.3,V,1,2019,9358,AC,2,2019,12,V,1,2019,14,V,1,2019,17,V,1,2019,15.25,V,1,2019,10,V,1,2019,12,V,1,2019,13375,V,1,2019
18003975,11.65,V,1,2019,8.75,NV,2,2019,10.9,V,1,2019,10,V,2,2019,,,,,13.8,V,1,2019,,,1,2019,12,V,1,2019,15.6,V,1,2019,16.7,V,1,2019,16.5,V,1,2019,12,V,1,2019,15,V,1,2019,14633,V,1,2019
18003978,10925,V,1,2019,10,V,2,2019,11.8,V,1,2019,7.6,AC,2,2019,7,AC,2,2019,7,AC,2,2019,9054,AC,2,2019,7,AC,2,2019,14,V,1,2019,18,V,1,2019,17.25,V,1,2019,13,V,1,2019,13,V,1,2019,13708,V,2,2019
18003980,9.5,NV,2,2019,5.5,NV,2,2019,10.25,V,1,2019,3.5,NRA,1,2019,8,NV,2,2019,11.2,V,1,2019,7992,NV,2,2019,10,V,1,2019,10,V,1,2019,16.7,V,1,2019,17.5,V,1,2019,10,V,2,2019,13,V,1,2019,12867,V,2,2019
18003988,8875,NV,2,2019,5.25,NV,2,2019,11.6,V,1,2019,9.1,NV,2,2019,4.25,NRA,1,2019,3.9,NRA,1,2019,7163,NV,2,2019,6.5,NV,2,2019,10.2,V,1,2019,17,V,1,2019,,,,,,,,,12.5,V,1,2019,,,1,2019
18004086,13888,V,1,2019,10.05,V,1,2019,13,V,1,2019,15.3,V,1,2019,16.25,V,1,2019,16.8,V,1,2019,14215,V,1,2019,16,V,1,2019,17.6,V,1,2019,20,V,1,2019,14,V,1,2019,16.5,V,1,2019,17,V,1,2019,16.85,V,1,2019
18004091,4363,NRA,1,2019,0,NRA,1,2019,5.4,NV,2,2019,2.7,NRA,1,2019,1,NRA,1,2019,5.6,NV,2,2019,3177,NV,2,2019,17,V,1,2019,17.2,V,1,2019,20,V,1,2019,16.5,V,1,2019,17,V,1,2019,15.25,V,1,2019,17158,V,1,2019
18004095,8.9,AC,2,2019,10,V,2,2019,10.45,V,1,2019,7,AC,2,2019,7,AC,2,2019,12.3,V,1,2019,9275,AC,2,2019,16,V,1,2019,16.2,V,1,2019,20,V,1,2019,15.5,V,1,2019,17,V,1,2019,16.5,V,1,2019,16867,V,1,2019
18004100,,,,,,,,,8,NV,2,2019,0,NRA,1,2019,,,,,,,,,,,1,2019,11,V,1,2019,13,V,1,2019,,,,,,,,,,,,,11,V,1,2019,,,1,2019
18004101,,,,,3.7,NRA,1,2019,8,NV,2,2019,0,NRA,1,2019,,,,,,,,,,,1,2019,10,V,2,2019,10.4,V,1,2019,,,,,,,,,,,,,13,V,1,2019,,,1,2019
18004105,,,,,,,,,8.65,NV,2,2019,2.2,NRA,1,2019,,,,,,,,,,,1,2019,10,V,2,2019,15.4,V,1,2019,,,,,10,V,1,2019,,,,,14,V,1,2019,,,1,2019
18004107,,,,,,,,,,,,,0,NRA,1,2019,,,,,,,,,,,1,2019,,,,,,,,,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18004113,7.15,AC,2,2019,7,AC,2,2019,10,V,2,2019,8.2,AC,2,2019,10375,V,1,2019,13.2,V,1,2019,9321,AC,2,2019,15,V,1,2019,14.2,V,1,2019,16.7,V,1,2019,16.5,V,1,2019,10.5,V,1,2019,13,V,1,2019,14317,V,1,2019
18004120,,,,,6.3,NV,2,2019,5.85,NV,2,2019,,,,,,,,,2.5,NRA,1,2019,,,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019
18004125,10.5,V,1,2019,10,V,2,2019,11.7,V,1,2019,7.4,AC,2,2019,10,V,2,2019,15.4,V,1,2019,10833,V,2,2019,14,V,1,2019,16.2,V,1,2019,20,V,1,2019,13.75,V,1,2019,17,V,1,2019,15,V,1,2019,15992,V,1,2019
18004126,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,,3.3,NV,2,2019,,,,,,,,,,,,,,,1,2019
18004143,,,,,3.9,NRA,1,2019,,,,,0,NRA,1,2019,,,,,6,NV,2,2019,,,1,2019,,,,,10.4,V,1,2019,,,,,,,,,12,V,1,2019,11.5,V,1,2019,,,1,2019
18004155,11.85,V,1,2019,9,AC,2,2019,12.4,V,1,2019,14.9,V,1,2019,10.5,V,1,2019,15,V,1,2019,12275,V,2,2019,12,V,1,2019,15.2,V,1,2019,15,V,1,2019,12.75,V,1,2019,12.5,V,1,2019,13.5,V,1,2019,13492,V,1,2019
18004159,9413,NV,2,2019,10,V,2,2019,10.15,V,1,2019,14.7,V,1,2019,10125,V,1,2019,,,,,,,1,2019,12,V,1,2019,13.8,V,1,2019,19,V,1,2019,,,,,,,,,,,,,,,1,2019
18004174,7.15,AC,2,2019,10,V,2,2019,10.15,V,1,2019,7,AC,2,2019,10,V,2,2019,10.1,V,1,2019,9067,AC,2,2019,10,V,2,2019,12.8,V,1,2019,10,V,2,2019,10,V,2,2019,10.5,V,1,2019,15,V,1,2019,11383,V,2,2019
18004183,10,V,1,2019,7.75,AC,2,2019,13.55,V,1,2019,8.8,AC,2,2019,9,AC,2,2019,14.3,V,1,2019,10567,V,2,2019,14,V,1,2019,,,,,17.8,V,1,2019,14.5,V,1,2019,,,,,15,V,1,2019,,,1,2019
18004192,8.25,NV,2,2019,7.45,NV,2,2019,10.5,V,1,2019,5.5,NV,2,2019,5.75,NV,2,2019,11.1,V,1,2019,8092,NV,2,2019,10,V,1,2019,10,V,2,2019,11.11,V,1,2019,14.5,V,1,2019,10,V,2,2019,10,V,1,2019,10935,V,2,2019
18004199,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18004204,10438,V,1,2019,7.65,AC,2,2019,10,V,2,2019,7,AC,2,2019,7.25,AC,2,2019,14.8,V,1,2019,9523,AC,2,2019,12,V,1,2019,14.4,V,1,2019,10,V,1,2019,13.5,V,1,2019,10,V,1,2019,14.5,V,1,2019,12.4,V,1,2019
18004215,7988,NV,2,2019,7,NV,2,2019,10.05,V,1,2019,8.3,NV,2,2019,5625,NV,2,2019,2.4,NRA,1,2019,6894,NV,2,2019,11,V,1,2019,11.4,V,1,2019,20,V,1,2019,10.5,V,1,2019,14.5,V,1,2019,12,V,1,2019,13233,V,1,2019
18004226,7875,NV,2,2019,10,V,2,2019,10,V,2,2019,2.1,NRA,1,2019,7,NV,2,2019,5,NV,2,2019,6996,NV,2,2019,15,V,1,2019,17,V,1,2019,16.7,V,1,2019,14,V,1,2019,14,V,1,2019,13,V,1,2019,14.95,V,1,2019
18004231,6725,NV,2,2019,7.5,NV,2,2019,10.2,V,1,2019,6.3,NV,2,2019,7,NV,2,2019,6.8,NV,2,2019,7421,NV,2,2019,10,V,2,2019,11.8,V,1,2019,17.77,V,1,2019,10.5,V,1,2019,10,V,1,2019,14,V,1,2019,12345,V,2,2019
18004241,10825,V,1,2019,7,AC,2,2019,10,V,2,2019,7.1,AC,2,2019,9,AC,2,2019,16.2,V,1,2019,10021,V,2,2019,16,V,1,2019,17.2,V,1,2019,19,V,1,2019,10,V,2,2019,11,V,1,2019,16,V,1,2019,14867,V,2,2019
18004249,,,,,,,,,10,V,2,2019,0,NRA,1,2019,,,,,7.7,NV,2,2019,,,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019
18004257,7625,AC,2,2019,8.5,AC,2,2019,10.75,V,1,2019,10.95,V,1,2019,10,V,2,2019,17.4,V,1,2019,10871,V,2,2019,10,V,2,2019,7.2,AC,2,2019,14,V,1,2019,11.25,V,1,2019,10,V,1,2019,10.5,V,1,2019,10492,V,2,2019
18004267,.45,NRA,1,2019,5.5,NV,2,2019,5.05,NV,2,2019,5,NV,2,2019,,,,,,,,,,,1,2019,,,,,,,,,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18004290,8875,NV,2,2019,5.25,NV,2,2019,7,NV,2,2019,3.8,NRA,1,2019,5,NV,2,2019,10,V,1,2019,6654,NV,2,2019,10,V,2,2019,12,V,1,2019,11,V,1,2019,11.5,V,1,2019,15.25,V,1,2019,11.5,V,1,2019,11875,V,2,2019
18004296,7438,NV,2,2019,7,NV,2,2019,10,V,2,2019,3.15,NRA,1,2019,7.5,NV,2,2019,8.7,NV,2,2019,7298,NV,2,2019,10,V,1,2019,12.6,V,1,2019,18,V,1,2019,14.5,V,1,2019,,,,,15,V,1,2019,,,1,2019
18004324,,,,,,,,,0,NRA,1,2019,0,NRA,1,2019,,,,,,,,,,,1,2019,,,,,,,,,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18004333,9.1,AC,2,2019,10.05,V,1,2019,12.25,V,1,2019,15.1,V,1,2019,11.25,V,1,2019,15.1,V,1,2019,12142,V,2,2019,12,V,1,2019,15.8,V,1,2019,19,V,1,2019,13.75,V,1,2019,11.5,V,1,2019,13.5,V,1,2019,14258,V,1,2019
18004340,,,,,0,NRA,1,2019,,,,,0,NRA,1,2019,,,,,0,NRA,1,2019,,,1,2019,0,NV,2,2019,,,,,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019
18004351,,,,,5063,NV,2,2019,10,V,2,2019,1.95,NRA,1,2019,,,,,6,NV,2,2019,,,1,2019,,,,,11.6,V,1,2019,,,,,,,,,,,,,13.5,V,1,2019,,,1,2019
18004357,10313,V,1,2019,10038,V,1,2019,10,V,2,2019,,,,,7.5,NV,2,2019,,,,,,,1,2019,13,V,1,2019,12.4,V,1,2019,11,V,1,2019,14.5,V,1,2019,10,V,2,2019,13.5,V,1,2019,12.4,V,2,2019
18004363,10.75,V,1,2019,4.15,NRA,1,2019,10.65,V,1,2019,4.3,NRA,1,2019,7.75,NV,2,2019,7.3,NV,2,2019,7483,NV,2,2019,10,V,1,2019,15.6,V,1,2019,10,V,2,2019,13,V,1,2019,17,V,1,2019,15,V,1,2019,13433,V,2,2019
18004388,12463,V,1,2019,8,AC,2,2019,13.25,V,1,2019,10.1,V,1,2019,10,V,1,2019,14.3,V,1,2019,11352,V,2,2019,15,V,1,2019,15.6,V,1,2019,16.7,V,1,2019,16.5,V,1,2019,17,V,1,2019,16,V,1,2019,16133,V,1,2019
18004411,10,V,1,2019,7,NV,2,2019,8.25,NV,2,2019,3.7,NRA,1,2019,3375,NRA,1,2019,3.4,NRA,1,2019,5954,NV,2,2019,10,V,2,2019,13.4,V,1,2019,,,,,,,,,,,,,16,V,1,2019,,,1,2019
18004423,9.45,NV,2,2019,5.75,NV,2,2019,8,NV,2,2019,0,NRA,1,2019,,,,,,,,,,,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,,,,,0,NV,2,2019,,,1,2019
18004431,10,V,1,2019,10.95,V,1,2019,12,V,1,2019,11.5,V,1,2019,10,V,1,2019,14.2,V,1,2019,11442,V,1,2019,13,V,1,2019,12.2,V,1,2019,11.1,V,1,2019,15,V,1,2019,10,V,2,2019,16,V,1,2019,12883,V,2,2019
18004471,8563,NV,2,2019,9,NV,2,2019,10.8,V,1,2019,4.2,NRA,1,2019,5.5,NV,2,2019,11.6,V,1,2019,8277,NV,2,2019,12,V,1,2019,15.6,V,1,2019,17,V,1,2019,14,V,1,2019,14.75,V,1,2019,15.5,V,1,2019,14808,V,1,2019
18004484,10,V,2,2019,9,AC,2,2019,10,V,2,2019,7.2,AC,2,2019,7875,AC,2,2019,10,V,1,2019,9013,AC,2,2019,14,V,1,2019,16.2,V,1,2019,19,V,1,2019,16.5,V,1,2019,17,V,1,2019,16,V,1,2019,16.45,V,1,2019
18004498,10.6,V,1,2019,10,V,2,2019,11.3,V,1,2019,10.05,V,1,2019,8625,AC,2,2019,10,V,2,2019,10096,V,2,2019,10,V,2,2019,13.6,V,1,2019,13.33,V,1,2019,13,V,1,2019,10.5,V,1,2019,14,V,1,2019,12405,V,2,2019
18004528,,,,,,,,,5.3,NV,2,2019,1.1,NRA,1,2019,,,,,1.6,NRA,1,2019,,,1,2019,10,V,2,2019,14.2,V,1,2019,,,,,,,,,,,,,12,V,1,2019,,,1,2019
18004537,4.45,NRA,1,2019,3.5,NRA,1,2019,10,V,2,2019,1.4,NRA,1,2019,1.5,NRA,1,2019,2.9,NRA,1,2019,3958,NV,2,2019,0,NV,2,2019,,,,,,,,,,,,,,,,,0,NV,2,2019,,,1,2019
18004544,7425,NV,2,2019,5038,NV,2,2019,7,NV,2,2019,,,,,,,,,,,,,,,1,2019,10,V,2,2019,7.25,NV,2,2019,,,,,6,NV,2,2019,0,NV,2,2019,0,NV,2,2019,,,1,2019
